"Installment Ticket Id","InstallmentTransactionId","InstallmentDate","InstallmentValueDate","InstallmentProducts","InstallmentPaymentPrice","InstallmentProductPrice","InstallmentPaymentExtRef","InstallmentProductExtRef","Installments"
"906307","3750640","16/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"906313","3750640","16/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"906306","3750640","16/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"906305","3750640","16/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"","3750641","16/07/2025","16/07/2025","CustomPayment","1600","","79991","",""
"906320","3750641","16/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"","3750643","16/07/2025","16/07/2025","Credit card","850","","70100","",""
"906321","3750643","16/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3750645","16/07/2025","16/07/2025","Credit card","3200","","70100","",""
"906325","3750645","16/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"906324","3750645","16/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"","3750655","17/07/2025","17/07/2025","Credit card","1050","","70100","",""
"906356","3750655","17/07/2025","","מנוי לעונת 2025/2026","","1050","","4240",""
"","3750724","17/07/2025","17/07/2025","Credit card","1500","","70100","",""
"906378","3750724","17/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"906377","3750724","17/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3750725","17/07/2025","17/07/2025","Credit card","1280","","70100","",""
"906379","3750725","17/07/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"","3750731","17/07/2025","17/07/2025","Credit card","1600","","70100","",""
"906383","3750731","17/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"","3750732","17/07/2025","17/07/2025","Credit card","1400","","70100","",""
"906385","3750732","17/07/2025","","מנוי לעונת 2025/2026","","1400","","4240",""
"","3750736","17/07/2025","17/07/2025","Credit card","1600","","70100","",""
"906392","3750736","17/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"","3750743","17/07/2025","17/07/2025","Credit card","4100","","70100","",""
"906413","3750743","17/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"906412","3750743","17/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"","3750745","17/07/2025","17/07/2025","Credit card","680","","70100","",""
"906414","3750745","17/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3750756","17/07/2025","17/07/2025","Cash","0","","70001","",""
"906420","3750756","17/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"237875","3750756","17/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3750761","17/07/2025","17/07/2025","Credit card","680","","70100","",""
"906473","3750761","17/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3750763","17/07/2025","17/07/2025","Credit card","680","","70100","",""
"906475","3750763","17/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3750822","17/07/2025","17/07/2025","Cash","0","","70001","",""
"906535","3750822","17/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"906536","3750822","17/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"906534","3750822","17/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3750989","19/07/2025","19/07/2025","Credit card","850","","70100","",""
"906666","3750989","19/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3751120","20/07/2025","20/07/2025","Credit card","680","","70100","",""
"906765","3751120","20/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3751126","20/07/2025","20/07/2025","CustomPayment","75000","","79991","",""
"906778","3751126","20/07/2025","","מנוי חניה 2025-26","","5000","","4240",""
"906775","3751126","20/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"906776","3751126","20/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"906774","3751126","20/07/2025","","מנוי לעונת 2025/2026","","1050","","4240",""
"906772","3751126","20/07/2025","","מנוי לעונת 2025/2026","","15000","","4240",""
"906777","3751126","20/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"906770","3751126","20/07/2025","","מנוי לעונת 2025/2026","","15000","","4240",""
"906773","3751126","20/07/2025","","מנוי לעונת 2025/2026","","15000","","4240",""
"906771","3751126","20/07/2025","","מנוי לעונת 2025/2026","","15000","","4240",""
"70447","3751126","20/07/2025","","מנוי קהילה 25/26","","2800","","4240",""
"70448","3751126","20/07/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3751130","20/07/2025","20/07/2025","Credit card","680","","70100","",""
"906781","3751130","20/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"906786","3751131","20/07/2025","","מנוי חניה 2025-26","","5000","","4240",""
"906785","3751131","20/07/2025","","מנוי חניה 2025-26","","5000","","4240",""
"906783","3751131","20/07/2025","","מנוי לעונת 2025/2026","","25000","","4240",""
"906782","3751131","20/07/2025","","מנוי לעונת 2025/2026","","25000","","4240",""
"906784","3751131","20/07/2025","","מנוי לעונת 2025/2026","","25000","","4240",""
"70453","3751131","20/07/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"70451","3751131","20/07/2025","","פרסום: לד עליון 25/26","","8750","","4118",""
"70450","3751131","20/07/2025","","פרסום: לד תחתון 25/26","","8750","","4118",""
"70452","3751131","20/07/2025","","פרסום: מסך לד בסיס סל 25/26","","8750","","4118",""
"70449","3751131","20/07/2025","","פרסום: שקופית ג'מבו 25/26","","8750","","4118",""
"","3751138","20/07/2025","20/07/2025","Cash","0","","70001","",""
"237904","3751138","20/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"906810","3751138","20/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3751139","20/07/2025","20/07/2025","Credit card","2340","","70100","",""
"906811","3751139","20/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"906812","3751139","20/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"","3751140","20/07/2025","20/07/2025","Cash","0","","70001","",""
"906813","3751140","20/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"237906","3751140","20/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3751144","20/07/2025","20/07/2025","Cash","0","","70001","",""
"906821","3751144","20/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"237908","3751144","20/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3751145","20/07/2025","20/07/2025","Cash","0","","70001","",""
"237910","3751145","20/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"906822","3751145","20/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3751150","20/07/2025","20/07/2025","Cash","0","","70001","",""
"237914","3751150","20/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"906832","3751150","20/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3751159","20/07/2025","20/07/2025","Credit card","680","","70100","",""
"906850","3751159","20/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3751290","21/07/2025","21/07/2025","Credit card","2340","","70100","",""
"906970","3751290","21/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"906971","3751290","21/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"","3751294","21/07/2025","21/07/2025","Credit card","3280","","70100","",""
"906975","3751294","21/07/2025","","מנוי לעונת 2025/2026","","1640","","4240",""
"906976","3751294","21/07/2025","","מנוי לעונת 2025/2026","","1640","","4240",""
"","3751311","21/07/2025","21/07/2025","Credit card","1050","","70100","",""
"906993","3751311","21/07/2025","","מנוי לעונת 2025/2026","","1050","","4240",""
"","3751316","21/07/2025","21/07/2025","Credit card","3930","","70100","",""
"907009","3751316","21/07/2025","","מנוי לעונת 2025/2026","","1640","","4240",""
"907010","3751316","21/07/2025","","מנוי לעונת 2025/2026","","1640","","4240",""
"907011","3751316","21/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3751328","21/07/2025","21/07/2025","Credit card","850","","70100","",""
"907020","3751328","21/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3751330","21/07/2025","21/07/2025","Credit card","680","","70100","",""
"907022","3751330","21/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3751334","21/07/2025","21/07/2025","Cash","0","","70001","",""
"907038","3751334","21/07/2025","","מנוי חניה 2025-26","","0","","4240",""
"907039","3751334","21/07/2025","","מנוי חניה 2025-26","","0","","4240",""
"907037","3751334","21/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"907033","3751334","21/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"907036","3751334","21/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"907035","3751334","21/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"907034","3751334","21/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3751336","21/07/2025","21/07/2025","Credit card","800","","70100","",""
"907040","3751336","21/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3751341","21/07/2025","21/07/2025","Credit card","1040","","70100","",""
"907044","3751341","21/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"","3751345","21/07/2025","21/07/2025","Credit card","850","","70100","",""
"907047","3751345","21/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3751455","22/07/2025","22/07/2025","Credit card","1600","","70100","",""
"907106","3751455","22/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"","3751476","22/07/2025","22/07/2025","Credit card","1025","","70100","",""
"907139","3751476","22/07/2025","","מנוי לעונת 2025/2026","","1025","","4240",""
"","3751477","22/07/2025","22/07/2025","Credit card","1640","","70100","",""
"907153","3751477","22/07/2025","","מנוי לעונת 2025/2026","","840","","4240",""
"907154","3751477","22/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3751480","22/07/2025","22/07/2025","Credit card","2050","","70100","",""
"907159","3751480","22/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"907158","3751480","22/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"","3751485","22/07/2025","22/07/2025","Credit card","2800","","70100","",""
"907173","3751485","22/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907174","3751485","22/07/2025","","מנוי לעונת 2025/2026","","1200","","4240",""
"","3751488","22/07/2025","22/07/2025","Credit card","2050","","70100","",""
"907176","3751488","22/07/2025","","מנוי לעונת 2025/2026","","1025","","4240",""
"907175","3751488","22/07/2025","","מנוי לעונת 2025/2026","","1025","","4240",""
"","3751495","22/07/2025","22/07/2025","Credit card","2480","","70100","",""
"907180","3751495","22/07/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"907181","3751495","22/07/2025","","מנוי לעונת 2025/2026","","1200","","4240",""
"","3751497","22/07/2025","22/07/2025","Credit card","680","","70100","",""
"907182","3751497","22/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3751498","22/07/2025","22/07/2025","Credit card","2800","","70100","",""
"907183","3751498","22/07/2025","","מנוי לעונת 2025/2026","","1200","","4240",""
"907184","3751498","22/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"","3751523","23/07/2025","23/07/2025","Credit card","950","","70100","",""
"907211","3751523","23/07/2025","","מנוי לעונת 2025/2026","","475","","4240",""
"907212","3751523","23/07/2025","","מנוי לעונת 2025/2026","","475","","4240",""
"","3751682","23/07/2025","23/07/2025","Credit card","425","","70100","",""
"907260","3751682","23/07/2025","","מנוי לעונת 2025/2026","","425","","4240",""
"","3751714","23/07/2025","23/07/2025","Credit card","-950","","70100","",""
"237972","3751714","23/07/2025","","מנוי לעונת 2025/2026","","-475","","4240",""
"237970","3751714","23/07/2025","","מנוי לעונת 2025/2026","","-475","","4240",""
"","3751715","23/07/2025","23/07/2025","Credit card","-425","","70100","",""
"237974","3751715","23/07/2025","","מנוי לעונת 2025/2026","","-425","","4240",""
"","3751726","23/07/2025","23/07/2025","Credit card","4200","","70100","",""
"907323","3751726","23/07/2025","","מנוי לעונת 2025/2026","","4200","","4240",""
"","3751746","23/07/2025","23/07/2025","Credit card","850","","70100","",""
"907331","3751746","23/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3751754","23/07/2025","23/07/2025","Credit card","650","","70100","",""
"907342","3751754","23/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3751770","23/07/2025","23/07/2025","Credit card","1640","","70100","",""
"907368","3751770","23/07/2025","","מנוי לעונת 2025/2026","","1640","","4240",""
"","3751773","23/07/2025","23/07/2025","Credit card","1640","","70100","",""
"907374","3751773","23/07/2025","","מנוי לעונת 2025/2026","","1640","","4240",""
"","3751777","23/07/2025","23/07/2025","Credit card","1360","","70100","",""
"907381","3751777","23/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"907382","3751777","23/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3751782","23/07/2025","23/07/2025","CustomPayment","1300","","79991","",""
"907388","3751782","23/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"","3751783","23/07/2025","23/07/2025","Credit card","1040","","70100","",""
"907389","3751783","23/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"","3751794","23/07/2025","23/07/2025","CustomPayment","375000","","79991","",""
"907400","3751794","23/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"907404","3751794","23/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"907410","3751794","23/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"907403","3751794","23/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"907413","3751794","23/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"907406","3751794","23/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"907411","3751794","23/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"907408","3751794","23/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"907402","3751794","23/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"907409","3751794","23/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"907405","3751794","23/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"907401","3751794","23/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"907407","3751794","23/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"907399","3751794","23/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"907414","3751794","23/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"907412","3751794","23/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"70550","3751794","23/07/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"70548","3751794","23/07/2025","","פרסום: לד עליון 25/26","","87425","","4118",""
"70547","3751794","23/07/2025","","פרסום: לד תחתון 25/26","","87425","","4118",""
"70549","3751794","23/07/2025","","פרסום: מסך לד בסיס סל 25/26","","87425","","4118",""
"70546","3751794","23/07/2025","","פרסום: שקופית ג'מבו 25/26","","87425","","4118",""
"","3751795","23/07/2025","23/07/2025","Credit card","680","","70100","",""
"907416","3751795","23/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3751798","23/07/2025","23/07/2025","CustomPayment","150000","","79991","",""
"907443","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907427","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907429","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907431","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907442","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907444","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907436","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907446","3751798","23/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"907424","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907425","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907438","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907432","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907439","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907445","3751798","23/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"907430","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907437","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907426","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907434","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907433","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907435","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907441","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907440","3751798","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"70555","3751798","23/07/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"70553","3751798","23/07/2025","","פרסום: לד עליון 25/26","","23250","","4118",""
"70552","3751798","23/07/2025","","פרסום: לד תחתון 25/26","","23250","","4118",""
"70554","3751798","23/07/2025","","פרסום: מסך לד בסיס סל 25/26","","23250","","4118",""
"70551","3751798","23/07/2025","","פרסום: שקופית ג'מבו 25/26","","23250","","4118",""
"","3751799","23/07/2025","23/07/2025","Credit card","800","","70100","",""
"907419","3751799","23/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3751800","23/07/2025","23/07/2025","Credit card","5740","","70100","",""
"907452","3751800","23/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"907453","3751800","23/07/2025","","מנוי לעונת 2025/2026","","1640","","4240",""
"907454","3751800","23/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"","3751803","23/07/2025","23/07/2025","CustomPayment","6295","","79991","",""
"907447","3751803","23/07/2025","","מנוי לעונת 2025/2026","","4200","","4240",""
"907449","3751803","23/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"907450","3751803","23/07/2025","","מנוי לעונת 2025/2026","","722.5","","4240",""
"907448","3751803","23/07/2025","","מנוי לעונת 2025/2026","","722.5","","4240",""
"","3751815","23/07/2025","23/07/2025","Credit card","240","","70100","",""
"238042","3751815","23/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"907468","3751815","23/07/2025","","מנוי לעונת 2025/2026","","240","","4240",""
"","3751816","23/07/2025","23/07/2025","Credit card","200","","70100","",""
"907470","3751816","23/07/2025","","מנוי לעונת 2025/2026","","200","","4240",""
"238044","3751816","23/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3751819","23/07/2025","23/07/2025","Credit card","800","","70100","",""
"907472","3751819","23/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3751850","23/07/2025","23/07/2025","Credit card","2800","","70100","",""
"907520","3751850","23/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"907521","3751850","23/07/2025","","מנוי לעונת 2025/2026","","1200","","4240",""
"","3751851","23/07/2025","23/07/2025","Credit card","650","","70100","",""
"907537","3751851","23/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3751852","23/07/2025","23/07/2025","Credit card","1300","","70100","",""
"907535","3751852","23/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"","3751855","23/07/2025","23/07/2025","Credit card","6150","","70100","",""
"907551","3751855","23/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"907550","3751855","23/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"907552","3751855","23/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"","3751863","24/07/2025","24/07/2025","Credit card","850","","70100","",""
"907561","3751863","24/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3751864","24/07/2025","24/07/2025","Credit card","1300","","70100","",""
"907562","3751864","24/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"","3752110","24/07/2025","24/07/2025","Credit card","850","","70100","",""
"907755","3752110","24/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3752187","24/07/2025","24/07/2025","Credit card","2940","","70100","",""
"907838","3752187","24/07/2025","","מנוי לעונת 2025/2026","","1050","","4240",""
"907836","3752187","24/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"907835","3752187","24/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3752191","24/07/2025","24/07/2025","Credit card","680","","70100","",""
"907855","3752191","24/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3752193","24/07/2025","24/07/2025","Credit card","4100","","70100","",""
"907852","3752193","24/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"907851","3752193","24/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"","3752194","24/07/2025","24/07/2025","Credit card","850","","70100","",""
"907856","3752194","24/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3752202","24/07/2025","24/07/2025","Credit card","2640","","70100","",""
"907863","3752202","24/07/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"907862","3752202","24/07/2025","","מנוי לעונת 2025/2026","","1360","","4240",""
"","3752205","24/07/2025","24/07/2025","Credit card","680","","70100","",""
"907894","3752205","24/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3752206","24/07/2025","24/07/2025","Credit card","680","","70100","",""
"907869","3752206","24/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3752207","24/07/2025","24/07/2025","CustomPayment","2880","","79991","",""
"907868","3752207","24/07/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"907866","3752207","24/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"","3752220","24/07/2025","24/07/2025","Credit card","1360","","70100","",""
"908117","3752220","24/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"908116","3752220","24/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3752221","24/07/2025","24/07/2025","Credit card","850","","70100","",""
"907896","3752221","24/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3752223","24/07/2025","24/07/2025","CustomPayment","1600","","79991","",""
"907904","3752223","24/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"","3752226","24/07/2025","24/07/2025","Credit card","450","","70100","",""
"238213","3752226","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908011","3752226","24/07/2025","","מנוי לעונת 2025/2026","","450","","4240",""
"","3752227","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238215","3752227","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"907950","3752227","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752230","24/07/2025","24/07/2025","Credit card","1460","","70100","",""
"908031","3752230","24/07/2025","","מנוי לעונת 2025/2026","","760","","4240",""
"908032","3752230","24/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3752235","24/07/2025","24/07/2025","Credit card","1300","","70100","",""
"908108","3752235","24/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"","3752238","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238222","3752238","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908093","3752238","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752242","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238230","3752242","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908114","3752242","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752248","24/07/2025","24/07/2025","Credit card","1550","","70100","",""
"908112","3752248","24/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"908113","3752248","24/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3752250","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908115","3752250","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238232","3752250","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752253","24/07/2025","24/07/2025","Credit card","700","","70100","",""
"908118","3752253","24/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3752255","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238236","3752255","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908120","3752255","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752256","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238238","3752256","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908123","3752256","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752261","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238240","3752261","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908130","3752261","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752263","24/07/2025","24/07/2025","Credit card","-2750","","70100","",""
"238252","3752263","24/07/2025","","מנוי לעונת 2025/2026","","-800","","4240",""
"238250","3752263","24/07/2025","","מנוי לעונת 2025/2026","","-1050","","4240",""
"238254","3752263","24/07/2025","","מנוי לעונת 2025/2026","","-900","","4240",""
"","3752264","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238242","3752264","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908131","3752264","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752269","24/07/2025","24/07/2025","Credit card","680","","70100","",""
"908140","3752269","24/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3752271","24/07/2025","24/07/2025","Credit card","2150","","70100","",""
"908158","3752271","24/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"908160","3752271","24/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"908159","3752271","24/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3752274","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908161","3752274","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238248","3752274","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752281","24/07/2025","24/07/2025","Credit card","-800","","70100","",""
"238288","3752281","24/07/2025","","מנוי לעונת 2025/2026","","-800","","4240",""
"","3752283","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908178","3752283","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238261","3752283","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752284","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908179","3752284","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238263","3752284","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752286","24/07/2025","24/07/2025","Cash","0","","70001","",""
"70579","3752286","24/07/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3752288","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238267","3752288","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908180","3752288","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752289","24/07/2025","24/07/2025","Cash","0","","70001","",""
"908181","3752289","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238269","3752289","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752294","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238272","3752294","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908185","3752294","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3752295","24/07/2025","24/07/2025","Cash","0","","70001","",""
"238274","3752295","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"908189","3752295","24/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
